237,32
238
237,32
237,32
238,34
237,66
237,66
235,96
231,625
35,615
36,635
39,695
42,67
47,685
53,635
61,03
131,07
226,695
225,675
225,59
234,005
235,28
237,66
238,68
239,955
239,275
237,32
237,32
237,32
237,32
238
237,32
236,98
236,98
236,64
236,98
238,34
238,34
236,3
235,365
234,005
35,615
36,635
39,695
42,33
47,005
53,295
60,35
70,38
87,295
222,615
227,29
238
237,32
237,32
238,68
239,275
238,34
237,32
237,32
237,32
236,3
236,98
236,98
234,685
234,685
234,685
234,005
235,96
236,98
235,96
234,685
234,345
43,01
36,635
39,015
42,67
46,325
52,615
58,99
68
109,65
226,61
226,015
237,32
237,32
237,32
237,66
238,68
238,34
238,68
238,68
238,68
238,34
236,3
235,62
234,685
234,345
234,005
234,685
235,62
236,64
236,64
236,64
234,005
35,615
36,635
38,675
41,65
45,645
51,34
57,715
67,66
75,055
113,305
221,34
232,985
237,32
238,34
238,34
238,68
239,615
239,615
239,955
239,955
239,615
238,68
237,32
234,94
234,685
235,62
235,96
236,64
236,64
236,64
235,96
234,685
34,595
36,295
38,335
41,31
45,305
50,66
56,355
66,3
73,015
120,955
232,645
225,675
234,685
237,32
238,68
238,68
238,68
239,955
239,615
239,955
239,955
239,275
238,68
237,32
237,32
237,32
237,32
236,64
236,64
235,96
235,96
235,28
34,34
35,955
37,995
40,63
44,37
49,3
55,675
62,05
72,335
82,705
136,255
229,415
229,67
235,28
238,34
238,68
238,68
239,275
239,275
239,615
239,615
239,615
239,275
238,68
238,34
238,34
238
236,64
235,28
235,28
235,28
235,28
33,66
35,275
37,315
40,29
44,03
48,705
53,975
60,69
70,04
79,985
121,975
174,675
229,415
231,03
235,96
238,34
238,68
238,68
238,68
239,275
239,615
239,275
239,275
238,935
238,34
238,34
238
234,345
231,03
228,99
228,65
227,97
33,32
34,595
40,035
58,31
43,01
47,345
54,995
66,98
71,995
92,99
94,35
151,555
231,965
224,315
232,985
236,3
237,32
238,34
238,34
238,68
240,295
239,275
239,275
238,34
238,34
237,66
233,07
224,57
212,67
213,01
209,015
201,365
32,64
34,34
36,635
44,03
43,35
46,325
55,675
61,03
79,645
88,995
87,38
96,05
122,57
232,985
230,35
234,6
237,32
237,32
238,34
238,68
239,275
239,275
239,275
239,275
238,34
236,3
230,01
218,025
201,96
192,695
181,305
177,735
35,275
34
35,955
39,695
48,96
53,635
70,04
221,68
81,685
79,985
87,635
96,39
122,995
141,695
228,735
232,305
235,62
237,32
236,64
238,34
239,275
239,275
239,275
239,275
238,935
238
235,62
223,72
204
184,365
179,69
176,375
